C96.8||Histiocytovy sarkom|
C96.9||Zhubny nador lymfatickeho, hematopoetickeho a pribuzneho tkaniva, blizsie neurceny|
C97||Zhubny nador s primarnym vyskytom na rozlicnych miestach|
D00.0||Karcinom in situ pery, ustnej dutiny a hltana (faryngu)|
D00.1||Karcinom in situ pazeraka|
D00.2||Karcinom in situ zaludka|
D01.0||Karcinom in situ hrubeho creva|
D01.1||Karcinom in situ rektosigmoidea (rektosigmoidoveho spojenia)|
D01.2||Karcinom in situ konecnika|
D01.3||Karcinom in situ anusu a analneho kanala|
D01.4||Karcinom in situ inej a blizsie neurcenej casti creva|
D01.5||Karcinom in situ pecene, zlcnika a zlcovej cesty|
D01.7||Karcinom in situ ineho blizsie urceneho traviaceho ustroja|
D01.9||Karcinom in situ blizsie neurceneho traviaceho ustroja|
D02.0||Karcinom in situ hrtana (laryngu)|
D02.1||Karcinom in situ priedusnice (trachey)|
D02.2||Karcinom in situ priedusky (bronchu) a pluc|
D02.3||Karcinom in situ inych casti dychacej sustavy|
D02.4||Karcinom in situ dychacej sustavy, blizsie neurceny|
D03.0||Melanom in situ pery|
D03.1||Melanom in situ ocneho viecka (mihalnice) vratane ocneho kutika|
D03.2||Melanom in situ ucha a vonkajsieho zvukovodu|
D03.3||Melanom in situ inych a blizsie neurcenych casti tvare|
D03.4||Melanom in situ vlasatej casti hlavy a krku|
D03.5||Melanom in situ trupu|
D03.6||Melanom in situ hornej koncatiny vratane pleca|
D03.7||Melanom in situ dolnej koncatiny vratane bedra|
D03.8||Melanom in situ inych miest|
D03.9||Melanom in situ, blizsie neurceny|
D04.0||Karcinom in situ koze pery|
D04.1||Karcinom in situ koze ocneho viecka (mihalnice) vratane ocneho kutika|
D04.2||Karcinom in situ koze ucha a vonkajsieho zvukovodu|
D04.3||Karcinom in situ koze inych a blizsie neurcenych casti tvare|
D04.4||Karcinom in situ koze vlasatej casti hlavy a krku|
D04.5||Karcinom in situ koze trupu|
D04.6||Karcinom in situ koze hornej koncatiny vratane pleca|
D04.7||Karcinom in situ koze dolnej koncatiny vratane bedra|
D04.8||Karcinom in situ koze na inych miestach|
D04.9||Karcinom in situ koze, blizsie neurceny|
D05.0||Karcinom in situ prsnika, lobularny|
D05.1||Karcinom in situ prsnika, intraduktalny|
D05.7||Iny karcinom in situ prsnika|
D05.9||Karcinom in situ prsnika, blizsie neurceny|
D06.0||Karcinom in situ endocervixu|
D06.1||Karcinom in situ exocervixu|
D06.7||Karcinom in situ inej casti krcka maternice|
D06.9||Karcinom in situ krcku maternice, blizsie neurceny|
D07.0||Karcinom in situ endometria|
D07.1||Karcinom in situ vulvy|
D07.2||Karcinom in situ vaginy|
D07.3||Karcinom in situ inych a blizsie neurcenych zenskych pohlavnych ustrojov|
D07.4||Karcinom in situ penisu|
D07.5||Karcinom in situ prostaty|
D07.6||Karcinom in situ inych a blizsie neurcenych muzskych pohlavnych ustrojov|
D09.0||Karcinom in situ mocoveho mechura|
D09.1||Karcinom in situ inych a blizsie neurcenych mocovych ustrojov|
D09.2||Karcinom in situ oka|
D09.3||Karcinom in situ stitnej zlazy a inych zliaz s vnutornym vylucovanim|
D09.7||Karcinom in situ inych blizsie urcenych miest|
D09.9||Karcinom in situ, blizsie neurceny|
D10.0||Nezhubny nador pery|
D10.1||Nezhubny nador jazyka|
D10.2||Nezhubny nador spodiny ust|
D10.3||Nezhubny nador inej a blizsie neurcenej casti ust|
D10.4||Nezhubny nador mandle|
D10.5||Nezhubny nador inej casti orofaryngu|
D10.6||Nezhubny nador nosohltana (nazofaryngu)|
D10.7||Nezhubny nador hypofaryngu|
D10.9||Nezhubny nador hltana, blizsie neurceny|
D11.0||Nezhubny nador priusnej zlazy|
D11.7||Nezhubny nador inych velkych slinnych ziaz|
D11.9||Nezhubny nador velkej slinnej zlazy, blizsie neurceny|
D12.0||Nezhubny nador ceka|
D12.1||Nezhubny nador cervoviteho privesku|
D12.2||Nezhubny nador stupavej casti hrubeho creva|
D12.3||Nezhubny nador priecnej casti hrubeho creva|
D12.4||Nezhubny nador zostupnej casti hrubeho creva|
D12.5||Nezhubny nador esovitej casti hrubeho creva|
D12.6||Nezhubny nador hrubeho creva, blizsie neurceny|
D12.7||Nezhubny nador rektosigmoidoveho spojenia|
D12.8||Nezhubny nador konecnika|
D12.9||Nezhubny nador anusu a analneho kanala|
D13.0||Nezhubny nador pazeraka|
D13.1||Nezhubny nador zaludka|
D13.2||Nezhubny nador dvanastnika|
D13.3||Nezhubny nador inych a blizsie neurcenych casti tenkeho creva|
D13.4||Nezhubny nador pecene|
D13.5||Nezhubny nador extrahepatalnych zlcovych ciest|
D13.6||Nezhubny nador podzaludkovej zlazy|
D13.7||Nezhubny nador endokrinneho pankreasu|
D13.9||Nezhubny nador na neurcenom mieste traviacej sustavy|
D14.0||Nezhubny nador stredneho ucha, nosovej dutiny a prinosovych dutin|
D14.1||Nezhubny nador hrtana|
D14.2||Nezhubny nador priedusnice|
D14.3||Nezhubny nador priedusky a pluc|
D14.4||Nezhubny nador dychacej sustavy, blizsie neurceny|
D15.0||Nezhubny nador detskej zlazy|
D15.1||Nezhubny nador srdca|
D15.2||Nezhubny nador medzihrudia|
D15.7||Nezhubny nador inych urcenych vnutrohrudnikovych ustrojov|
D15.9||Nezhubny nador vnutrohrudnikovych ustrojov, blizsie neurceny|
D16.0||Nezhubny nador lopatky a dlhych kosti hornej koncatiny|
D16.1||Nezhubny nador kratkych kosti hornej koncatiny|
D16.2||Nezhubny nador dlhych kosti dolnej koncatiny|
D16.3||Nezhubny nador kratkych kosti dolnej koncatiny|
D16.41||Nezhubny nador kosti a klbovej chrupky, kraniofacialna oblast|
D16.42||Nezhubny nador kosti a klbovej chrupky, maxilofacialna oblast|
D16.5||Nezhubny nador kosti dolnej celuste|
D16.6||Nezhubny nador chrbtice|
D16.70||Nezhubny nador kosti a klbovej chrupky rebier|
D16.71||Nezhubny nador kosti a klbovej chrupky hrudnej kosti|
D16.72||Nezhubny nador kosti a klbovej chrupky klucnej kosti|
D16.8||Nezhubny nador panvovych kosti, krizovej kosti a kostrce|
D16.9||Nezhubny nador kosti a klbovej chrupky, blizsie neurceny|
D17.0||Nezhubny lipomatozny nador koze a podkozneho tkaniva hlavy, tvare a krku|
D17.1||Nezhubny lipomatozny nador koze a podkozneho tkaniva trupu|
D17.2||Nezhubny lipomatozny nador koze a podkozneho tkaniva koncatin|
D17.3||Nezhubny lipomatozny nador koze a podkozneho tkaniva inych a blizsie neurcenych miest|
D17.4||Nezhubny lipomatozny nador vnutrohrudnikovych ustrojov|
D17.5||Nezhubny lipomatozny nador vnutrobrusnych ustrojov|
D17.6||Nezhubny lipomatozny nador semenneho povrazca|
D17.7||Nezhubny lipomatozny nador inej lokalizacie|
D17.9||Nezhubny lipomatozny nador, blizsie neurceny|
D18.00||Hemangiom, blizsie neurcene miesto|
D18.01||Hemangiom koze a podkozia|
D18.02||Hemangiom intrakranialny|
D18.03||Hemangiom hepatobiliarneho systemu a pankreasu|
D18.04||Hemangiom traviacej sustavy|
D18.05||Hemangiom ucha, nosa, ust a hrtanu|
D18.08||Hemangiom ineho miesta|
D18.10||Lymfangiom hygroma colli cysticum|
D18.11||Lymfangiom axily|
D18.12||Lymfangiom ingviny|
D18.13||Lymfangiom retroperitonea|
D18.18||Lymfangiom ineho miesta|
D18.19||Lymfangiom blizsie neurceneho miesta|
D19.0||Nezhubny nador mezoteloveho tkaniva pohrudnice|
D19.1||Nezhubny nador mezoteloveho tkaniva pobrusnice|
D19.7||Nezhubny nador mezoteloveho tkaniva inej lokalizacie|
D19.9||Nezhubny nador mezoteloveho tkaniva, blizsie neurceny|
D20.0||Nezhubny nador retroperitonea|
D20.1||Nezhubny nador pobrusnice|
D21.0||Nezhubny nador spojivoveho a ineho makkeho tkaniva hlavy, tvare a krku|
D21.1||Nezhubny nador spojivoveho a ineho makkeho tkaniva hornej koncatiny vratane pleca|
D21.2||Nezhubny nador spojivoveho a ineho makkeho tkaniva dolnej koncatiny vratane bedra|
D21.3||Nezhubny nador spojivoveho a ineho makkeho tkaniva hrudnika|
D21.4||Nezhubny nador spojivoveho a ineho makkeho tkaniva brucha|
D21.5||Nezhubny nador spojivoveho a ineho makkeho tkaniva panvy|
D21.6||Nezhubny nador spojivoveho a ineho makkeho tkaniva trupu, blizsie neurceny|
D21.9||Nezhubny nador spojivoveho a ineho makkeho tkaniva, blizsie neurceny|
D22.0||Melanocytovy nevus pery|
D22.1||Melanocytovy nevus ocneho viecka (mihalnice) vratane kutika oka|
D22.2||Melanocytovy nevus ucha a vonkajsieho zvukovodu|
D22.3||Melanocytovy nevus inych a blizsie neurcenych casti tvare|
D22.4||Melanocytovy nevus vlasovej casti hlavy a krku|
D22.5||Melanocytovy nevus trupu|
D22.6||Melanocytovy nevus hornej koncatiny vratane pleca|
D22.7||Melanocytovy nevus dolnej koncatiny vratane bedra|
D22.9||Melanocytovy nevus, blizsie neurceny|
D23.0||Iny nezhubny nador koze pery|
D23.1||Iny nezhubny nador koze ocneho viecka (mihalnice) vratane kutika|
D23.2||Iny nezhubny nador koze ucha a vonkajsieho zvukovodu|
D23.3||Iny nezhubny nador koze inych a blizsie neurcenych casti tvare|
D23.4||Iny nezhubny nador koze vlasovej casti hlavy a krku|
D23.5||Iny nezhubny nador koze trupu|
D23.6||Iny nezhubny nador koze hornej koncatiny vratane pleca|
D23.7||Iny nezhubny nador koze dolnej koncatiny vratane bedra|
D23.9||Iny nezhubny nador koze, blizsie neurceny|
D24||Nezhubny nador prsnika|
D25.0||Submukozny leiomyom maternice|
D25.1||Intramuralny leiomyom maternice|
D25.2||Subserozny leiomyom maternice|
D25.9||Leiomyom maternice, blizsie neurceny|
D26.0||Iny nezhubny nador krcka maternice|
D26.1||Iny nezhubny nador tela maternice|
D26.7||Iny nezhubny nador inych casti maternice|
D26.9||Iny nezhubny nador maternice, blizsie neurceny|
D27||Nezhubny nador vajecnika|
D28.0||Nezhubny nador vulvy|
D28.1||Nezhubny nador posvy|
D28.2||Nezhubny nador vajickovodov a vazov maternice|
D28.7||Nezhubny nador inych blizsie urcenych zenskych pohlavnych ustrojov|
D28.9||Nezhubny nador blizsie neurcenych zenskych pohlavnych ustrojov|
D29.0||Nezhubny nador penisu|
D29.1||Nezhubny nador predstojnice|
D29.2||Nezhubny nador semennika|
D29.3||Nezhubny nador nadsemennika|
D29.4||Nezhubny nador mieska (skrota)|
D29.7||Nezhubny nador inych muzskych pohlavnych ustrojov|
D29.9||Nezhubny nador blizsie neurcenych muzskych pohlavnych ustrojov|
D30.0||Nezhubny nador oblicky|
D30.1||Nezhubny nador oblickovej panvicky|
D30.2||Nezhubny nador mocovodu|
D30.3||Nezhubny nador mocoveho mechura|
D30.4||Nezhubny nador mocovej rury|
D30.7||Nezhubny nador inych mocovych ustrojov|
D30.9||Nezhubny nador mocoveho ustroja, blizsie neurceneho|
D31.0||Nezhubny nador spojovky|
D31.1||Nezhubny nador rohovky|
D31.2||Nezhubny nador sietnice|
D31.3||Nezhubny nador cievovky|
D31.4||Nezhubny nador vraskovca (corpus ciliare)|
D31.5||Nezhubny nador slznej zlazy a nosovoslzneho kanala|
D31.6||Nezhubny nador ocnice, blizsie neurceny|
D31.9||Nezhubny nador oka, blizsie neurceny|
D32.0||Nezhubny nador mozgovych plien|
D32.1||Nezhubny nador miechovych plien|
D32.9||Nezhubny nador mozgovomiechovych plien, blizsie neurceny|
D33.0||Nezhubny nador supratentorioveho mozgu|
D33.1||Nezhubny nador infratentorioveho mozgu|
D33.2||Nezhubny nador mozgu, blizsie neurceny|
D33.3||Nezhubny nador hlavovych nervov|
D33.4||Nezhubny nador miechy|
D33.7||Nezhubny nador inych blizsie urcenych casti centralnej nervovej sustavy|
D33.9||Nezhubny nador centralnej nervovej sustavy, blizsie neurceny|
D34||Nezhubny nador stitnej zlazy|
D35.0||Nezhubny nador nadoblicky|
D35.1||Nezhubny nador pristitnej zlazy|
D35.2||Nezhubny nador podmozgovej zlazy (hypofyzy)|
D35.3||Nezhubny nador kraniofaryngoveho vyvodu|
D35.4||Nezhubny nador suskoviteho telieska (glandula pinealis)|
D35.5||Nezhubny nador krcnicoveho klbka (glomus caroticum)|
D35.6||Nezhubny nador aortalneho telieska a inych paraganglii|
D35.7||Nezhubny nador inych blizsie urcenych zliaz s vnutornym vylucovanim|
D35.8||Nezhubny nador postihujuci viacere zlazy s vnutornym vylucovanim (pluriglandularny)|
D35.9||Nezhubny nador zlazy s vnutornym vylucovanim, blizsie neurceny|
D36.0||Nezhubny nador lymfatickych uzlin|
D36.1||Nezhubny nador perifernych nervov a autonomnej nervovej sustavy|
D36.7||Nezhubny nador na inych blizsie urcenych miestach|
D36.9||Nezhubny nador na blizsie neurcenom mieste|
D37.0||Nador pery, ustnej dutiny a hltana s neurcitym alebo neznamym spravanim|
D37.1||Nador s neurcitym alebo neznamym spravanim: zaludok|
D37.2||Nador s neurcitym alebo neznamym spravanim: tenke crevo|
D37.3||Nador s neurcitym alebo neznamym spravanim: cervovity privesok|
D37.4||Nador s neurcitym alebo neznamym spravanim: hrube crevo|
D37.5||Nador s neurcitym alebo neznamym spravanim: konecnik|
D37.6||Nador s neurcitym alebo neznamym spravanim: pecen, zlcnik, zlcove cesty|
D37.70||Nador s neurcitym alebo neznamym spravanim: pankreas|
D37.78||Nador s neurcitym alebo neznamym spravanim: iny traviaci ustroj|
D37.9||Nador s neurcitym alebo neznamym spravanim, blizsie neurceny traviaci ustroj|
D38.0||Nador s neurcitym alebo neznamym spravanim: hrtan|
D38.1||Nador s neurcitym alebo neznamym spravanim: priedusnica, prieduska, pluca|
D38.2||Nador s neurcitym alebo neznamym spravanim: pohrudnica|
D38.3||Nador s neurcitym alebo neznamym spravanim: medzihrudie (mediastinum)|
D38.4||Nador s neurcitym alebo neznamym spravanim: tymus|
D38.5||Nador s neurcitym alebo neznamym spravanim: iny dychaci ustroj|
D38.6||Nador s neurcitym alebo neznamym spravanim, blizsie neurceny dychaci ustroj|
D39.0||Nador s neurcitym alebo neznamym spravanim: maternica|
D39.1||Nador s neurcitym alebo neznamym spravanim: vajecnik|
D39.2||Nador s neurcitym alebo neznamym spravanim: placenta|
D39.7||Nador s neurcitym alebo neznamym spravanim: iny zensky pohlavny ustroj|
D39.9||Nador s neurcitym alebo neznamym spravanim, blizsie neurceny zensky pohlavny ustroj|
D40.0||Nador s neurcitym alebo neznamym spravanim: predstojnica (prostata)|
D40.1||Nador s neurcitym alebo neznamym spravanim: semennik|
D40.7||Nador s neurcitym alebo neznamym spravanim: iny muzsky pohlavny ustroj|
D40.9||Nador s neurcitym alebo neznamym spravanim, blizsie neurceny muzsky pohlavny ustroj|
D41.0||Nador s neurcitym alebo neznamym spravanim: oblicka|
D41.1||Nador s neurcitym alebo neznamym spravanim: oblickova panvicka|
D41.2||Nador s neurcitym alebo neznamym spravanim: mocovod|
D41.3||Nador s neurcitym alebo neznamym spravanim: mocova rura|
D41.4||Nador s neurcitym alebo neznamym spravanim: mocovy mechur|
D41.7||Nador s neurcitym alebo neznamym spravanim: iny mocovy ustroj|
D41.9||Nador s neurcitym alebo neznamym spravanim, blizsie neurceny mocovy ustroj|
D42.0||Nador s neurcitym alebo neznamym spravanim: mozgove pleny|
D42.1||Nador s neurcitym alebo neznamym spravanim: miechove pleny|
D42.9||Nador s neurcitym alebo neznamym spravanim: blizsie neurcene pleny|
D43.0||Nador s neurcitym alebo neznamym spravanim: nadsiatrovy (supratentoriovy) mozog|
D43.1||Nador s neurcitym alebo neznamym spravanim: podsiatrovy (infratentoriovy) mozog|
D43.2||Nador s neurcitym alebo neznamym spravanim: mozog, blizsie neurceny|
D43.3||Nador s neurcitym alebo neznamym spravanim: hlavove nervy|
D43.4||Nador s neurcitym alebo neznamym spravanim: miecha|
D43.7||Nador s neurcitym alebo neznamym spravanim: ina cast centralnej nervovej sustavy|
D43.9||Nador s neurcitym alebo neznamym spravanim: centralna nervova sustava, blizsie neurcene|
D44.0||Nador s neurcitym alebo neznamym spravanim: stitna zlaza|
D44.1||Nador s neurcitym alebo neznamym spravanim: nadoblicka|
D44.2||Nador s neurcitym alebo neznamym spravanim: pristitna zlaza|
D44.3||Nador s neurcitym alebo neznamym spravanim: podmozgova zlaza (hypofyza)|
D44.4||Nador s neurcitym alebo neznamym spravanim: kraniofaryngovy vyvod|
D44.5||Nador s neurcitym alebo neznamym spravanim: suskovite teliesko (corpus pineale)|
D44.6||Nador s neurcitym alebo neznamym spravanim: krcnicove klbko (glomus caroticum)|
D44.7||Nador s neurcitym alebo neznamym spravanim: aortalne teliesko a ine paraganglia|
D44.8||Nador s neurcitym alebo neznamym spravanim: postihnutie viacerych zliaz (pluriglandularne)|
D44.9||Nador s neurcitym alebo neznamym spravanim: blizsie neurcena zlaza s vnutornym vylucovanim|
D45||Prava polycytemia (Polycythaemia vera)|
D46.0||Refrakterna anemia bez prstencovych sideroblastov, potvrdena|
D46.1||Refrakterna anemia s prstencovymi sideroblastmi|
D46.2||Refrakterna anemia s velkym mnozstvom blastov|
D46.3||Myelodysplasticke syndromy-Refrakterna anemia s hojnostou blastov so znakmi transformacie|
D46.4||Refrakterna anemia, blizsie neurcena|
D46.5||Refrakterna anemia s dysplaziou viacerych linii|
D46.6||Myelodysplasticky syndrom s izolovanou chromozomovou anomaliou del (5q)|
D46.7||Iny myelodysplasticky syndrom|
D46.9||Myelodysplasticky syndrom, blizsie neurceny|
D47.0||Histiocytovy a mastocytovy nador s neurcitym alebo neznamym spravanim|
D47.1||Chronicka myeloproliferativna choroba|
D47.2||Monoklonova gamapatia nejasneho vyznamu (MGUS)|
D47.3||Esencialna (hemoragicka) trombocytemia|
D47.4||Osteomyelofibroza|
D47.5||Chronicka eozinofilova leukemia (hypereozinofilovy syndrom)|
D47.7||Iny blizsie urceny nador lymfatickeho, krvotvorneho a pribuzneho tkaniva s neurcitym alebo neznamym spravanim|
D47.9||Nador lymfatickeho, krvotvorneho a pribuzneho tkaniva s neurcitym alebo neznamym spravanim, blizsie neurceny|
D48.0||Nador s neurcitym alebo neznamym spravanim: kost a klbova chrupka|
D48.1||Nador s neurcitym alebo neznamym spravanim: spojivove a ine makke tkanivo|
D48.2||Nador s neurcitym alebo neznamym spravanim: periferne nervy a autonomna nervova sustava|
D48.3||Nador s neurcitym alebo neznamym spravanim: retroperitoneum|
D48.4||Nador s neurcitym alebo neznamym spravanim: pobrusnica|
D48.5||Nador s neurcitym alebo neznamym spravanim: koza|
D48.6||Nador s neurcitym alebo neznamym spravanim: prsnik|
D48.7||Nador s neurcitym alebo neznamym spravanim: ine blizsie urcene miesto|
D48.9||Nador s neurcitym alebo neznamym spravanim, blizsie neurceny|
D50.0||Anemia z nedostatku zeleza (sideropenicka) pri chronickych stratach krvi (D50.0)|
D50.1||Sideropenicka dysfagia (D50.1)|
D50.8||Ina anemia z nedostatku zeleza (D50.8)|
D50.9||Blizsie neurcena anemia z nedostatku zeleza (D50.9)|
D51.0||Anemia z nedostatku vitaminu B12 zapricinena nedostatkom vnutorneho faktora|
D51.1||Anemia z nedostatku vitaminu B12 zapricinena selektivnou malabsorpciou vitaminu B12 s proteinuriou (51.1)|
D51.2||Anemia z nedostatku transkobalaminu II|
D51.3||Ina anemia z nedostatku vitaminu B12 v potrave|
D51.8||Ina anemia z nedostatku vitaminu B12|
D51.9||Blizsie neurcena anemia z nedostatku vitaminu B12|
D52.0||Anemia z nedostatku kyseliny listovej v potrave|
D52.1||Anemia z nedostatku kyseliny listovej zapricinena liekmi|
D52.8||Ina anemia z nedostatku kyseliny listovej|
D52.9||Anemia z nedostatku kyseliny listovej, blizsie neurcena|
D53.0||Anemia z nedostatku bielkovin|
D53.1||Ina megaloblastova anemia, nezatriedena inde|
D53.2||Skorbutova anemia|
D53.8||Ina blizsie urcena nutricna anemia|
D53.9||Blizsie neurcena nutricna anemia|
D55.0||Anemia zapricinena nedostatocnou aktivitou glukoza-6-fosfat-dehydrogenazy|
D55.1||Anemia zapricinena inou poruchou metabolizmu glutationu|
D55.2||Anemia zapricinena poruchou enzymov glykolyzy|
D55.3||Anemia zapricinena poruchou metabolizmu nukleotidov|
D55.8||Ina anemia zapricinena poruchou enzymov|
D55.9||Blizsie neurcena anemia zapricinena poruchou enzymov|
D56.0||Alfa-talasemia|
D56.1||Beta-talasemia|
D56.2||Delta-beta-talasemia|
D56.3||Talasemicka crta|
D56.4||Dedicne pretrvavanie fetalneho hemoglobinu|
D56.8||Ina talasemia|
D56.9||Talasemia, blizsie neurcena|
D57.0||Kosacikovita anemia s krizou|
D57.1||Kosacikovita anemia bez krizy|
D57.2||Zdvojena heterozygotna kosacikovita choroba|
D57.3||Kosacikovita crta|
D57.8||Ina kosacikovita porucha|
D58.0||Dedicna sferocytoza|
D58.1||Dedicna eliptocytoza|
D58.2||Ina hemoglobinopatia|
D58.8||Ina dedicna hemolyticka anemia, blizsie urcena|
D58.9||Dedicna hemolyticka anemia, blizsie neurcena|
D59.0||Autoimunitna hemolyticka anemia zapricinena liekmi|
D59.1||Ina autoimunitna hemolyticka anemia|
D59.2||Neautoimunitna hemolyticka anemia zapricinena liekmi|
D59.3||Hemolyticko-uremicky syndrom|
D59.4||Ina neautoimunitna hemolyticka anemia|
D59.5||Paroxyzmalna nocna hemoglobinuria|
D59.6||Hemoglobinuria zapricinena hemolyzou z inych vonkajsich pricin|
D59.8||Ina ziskana hemolyticka anemia|
D59.9||Ziskana hemolyticka anemia, blizsie neurcena|
D60.0||Chronicka ziskana cista aplazia cervenych krviniek|
D60.1||Prechodna ziskana cista aplazia cervenych krviniek|
D60.8||Ina ziskana cista aplazia cervenych krviniek|
D60.9||Ziskana cista aplazia cervenych krviniek, blizsie neurcena|
D61.0||Vrodena aplasticka anemia|
D61.10||Aplasticka anemia vyvolana cytostatickou liecbou|
D61.18||Ina aplasticka anemia vyvolana liekmi|
D61.19||Aplasticka anemia vyvolana liekmi, blizsie neurcena|
D61.2||Aplasticka anemia z inych vonkajsich pricin|
D61.3||Idiopaticka aplasticka anemia|
D61.8||Ina blizsie urcena aplasticka anemia|
D61.9||Aplasticka anemia, blizsie neurcena|
D62||Akutna pohemoragicka anemia|
D63.0||Anemia pri nadorovych chorobach (C00 - D48)|
D63.8||Anemia pri inych chronickych chorobach zatriedenych inde|
D64.0||Dedicna sideroblastova (sideroachresticka) anemia|
D64.1||Sekundarna sideroblastova (sideroachresticka) anemia zapricinena chorobou|
D64.2||Sekundarna sideroblastova (sideroachresticka) anemia zapricinena liekmi a toxickymi latkami|
D64.3||Ina sideroblastova (sideroachresticka) anemia|
D64.4||Vrodena dyserytropoeticka anemia|
D64.8||Ina blizsie urcena anemia|
D64.9||Anemia, blizsie neurcena|
D65.0||Ziskana afibrinogenemia|
D65.1||Diseminovana intravaskularna koagulacia (DIK, DIC)|
D65.2||Ziskane fibrinolyticke krvacanie|
D65.9||Blizsie neurceny defibrinacny syndrom|
D66||Dedicny nedostatok faktora VIII|
D67||Dedicny nedostatok faktora IX|
D68.0||Von Willebrandova choroba|
D68.1||Dedicny nedostatok faktora XI|
D68.2||Dedicny nedostatok inych faktorov zrazania krvi|
D68.30||Hemoragicka diateza vyvolana antikoagulanciami|
D68.31||Hemoragicka diateza vyvolana zvysenim protilatok proti faktoru VIII|
D68.32||Hemoragicka diateza vyvolana zvysenim plazmatickej koncentracie protilatok proti inym faktorom zrazania krvi|
D68.38||Ina hemoragicka diateza vyvolana inymi a blizsie neurcenymi protilatkami|
D68.4||Ziskany nedostatok faktora zrazania krvi|
D68.5||Primarny trombofilny stav (trombofilia)|
D68.6||Iny trombofilny stav (trombofilia)|
D68.8||Ina porucha zrazanlivosti krvi, blizsie urcena|
D68.9||Porucha zrazanlivosti krvi, blizsie neurcena|
D69.0||Alergicka purpura|
D69.1||Kvalitativna porucha dosticiek|
D69.2||Ina netrombocytopenicka purpura|
D69.3||Idiopaticka trombocytopenicka purpura|
D69.40||Ina primarna trombocytopenia nereagujuca na transfuznu liecbu (D69.40)|
D69.41||Ina primarna trombocytopenia reagujuca na transfuznu liecbu (D69.41)|
D69.52||Trombocytopenia vyvolana heparinom, typ I|
D69.53||Trombocytopenia vyvolana heparinom, typ II|
D69.57||Ina sekundarna trombocytopenia, oznacena ako nereagujuca na transfuznu liecbu|
D69.58||Ina sekundarna trombocytopenia, neoznacena ako nereagujuca na transfuznu liecbu|
D69.59||Sekundarna trombocytopenia, blizsie neurcena|
D69.60||Trombocytopenia, blizsie neurcena, oznacena ako nereagujuca na transfuznu liecbu|
D69.61||Trombocytopenia, blizsie neurcena, neoznacena ako nereagujuca na transfuznu liecbu|
D69.8||Iny blizsie urceny stav krvacavosti|
D69.9||Stav krvacavosti, blizsie neurceny|
D70.0||Vrodena agranulocytoza a neutropenia|
D70.10||Agranulocytoza a neutropenia vyvolana liekmi, s kritickou fazou kratsou ako 4 dni|
D70.11||Agranulocytoza a neutropenia vyvolana liekmi, s kritickou fazou od 10 dni do menej ako 20 dni|
D70.12||Agranulocytoza a neutropenia vyvolana liekmi, s kritickou fazou 20 a viac dni|
D70.13||Agranulocytoza a neutropenia vyvolana liekmi, s kritickou fazou od 4 dni do menej ako 7 dni|
D70.14||Agranulocytoza a neutropenia vyvolana liekmi, s kritickou fazou od 7 dni do menej ako 10 dni|
D70.18||Agranulocytoza a neutropenia vyvolana liekmi s inym priebehom|
D70.19||Agranulocytoza a neutropenia vyvolana liekmi, blizsie neurcena|
D70.3||Ina agranulocytoza|
D70.5||Cyklicka neutropenia|
D70.6||Ina neutropenia|
D70.7||Neutropenia, blizsie neurcena|
D71||Funkcna porucha polymorfonuklearnych neutrofilov|
D72.0||Geneticka anomalia leukocytov|
D72.1||Eozinofilia|
D72.8||Ina blizsie urcena porucha leukocytov|
D72.9||Porucha leukocytov, blizsie neurcena|
D73.0||Hyposplenizmus|
D73.1||Hypersplenizmus|
D73.2||Chronicka kongestivna splenomegalia|
D73.3||Absces sleziny|
D73.4||Cysta sleziny|
D73.5||Infarkt sleziny|
D73.8||Ina choroba sleziny|
D73.9||Choroba sleziny, blizsie neurcena|
D74.0||Vrodena methemoglobinemia|
D74.8||Ina methemoglobinemia|
D74.9||Methemoglobinemia, blizsie neurcena|
D75.0||Familiarna erytrocytoza|
D75.1||Sekundarna polyglobulia (polycytemia)|
D75.2||Ine choroby krvi a krvotvornych organov-Esencialna trombocytoza|
D75.8||Ina blizsie urcena choroba krvi a krvotvornych ustrojov|
D75.9||Choroba krvi a krvotvornych ustrojov, blizsie neurcena|
D76.0||Choroby postihujuce lymforetikularne tkanivo a retikulohistiocyty-Histiocytoza Langerhansovych buniek nezatriedena inde|
D76.1||Hemofagocytova lymfohistiocytoza|
D76.2||Hemofagocytovy syndrom spojeny s infekciou|
D76.3||Iny syndrom histiocytozy|
D77||Ina porucha krvi a krvotvornych ustrojov pri chorobach zatriedenych inde|
D80.0||Dedicna hypogamaglobulinemia|
D80.1||Nefamiliarna hypogamaglobulinemia|
D80.2||Selektivny nedostatok imunoglobulinu A (IgA)|
D80.3||Selektivny nedostatok podtried imunoglobulinu G (IgG)|
D80.4||Selektivny nedostatok imunoglobulinu M (IgM)|
D80.5||Imunodeficit so zvysenym imunoglobulinu M (IgM)|
D80.6||Deficit protilatok s takmer normalnymi imunoglobulinmi alebo s hyperimunoglobulinemiou|
D80.7||Prechodna hypogamaglobulinemia v detstve|
D80.8||Iny imunodeficit s prevahou nedostatku protilatok|
D80.9||Blizsie neurceny imunodeficit s prevahou nedostatku protilatok|
D81.0||Tazky kombinovany imunodeficit (SCID) s retikulovou dysgenezou|
D81.1||Tazky kombinovany imunodeficit (SCID) s malym poctom T-buniek a B-buniek|
